Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
Data Scientist,$72K-$123K (Glassdoor est.),3.2,"MITRE
3.2","McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",72,123,97.5, VA,0,62,1,0,0,0,1
Data Scientist,$74K-$124K (Glassdoor est.),3.9,"The Buffalo Group
3.9","Fort Belvoir, VA","Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",74,124,99, VA,0,10,1,0,0,0,1
Data Analyst,$40K-$73K (Glassdoor est.),3.1,"DentaQuest
3.1","Milwaukee, WI","Boston, MA",1001 to 5000 employees,2001,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),"MCNA Dental Plans, United Concordia, Delta Dental Plans Association",40,73,56.5, WI,0,19,0,0,0,0,1
Lead Data Scientist,$102K-$164K (Glassdoor est.),4.1,"Redjack
4.1","Silver Spring, MD","Silver Spring, MD",1 to 50 employees,2007,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Not Available,102,164,133, MD,1,13,1,0,0,0,0
Data Scientist,$89K-$153K (Glassdoor est.),3.8,"7Park Data
3.8","New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,Not Available,89,153,121, NY,1,8,1,0,1,0,0
Data Scientist,$61K-$110K (Glassdoor est.),4.7,"Rapid Response Monitoring
4.7","Syracuse, NY","Syracuse, NY",501 to 1000 employees,1992,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,"COPS Monitoring, National Monitoring Center, Affiliated Monitoring",61,110,85.5, NY,1,28,1,0,0,0,0
"Data Scientist, Rice University",$65K-$110K (Glassdoor est.),4.3,"Trilogy Ed
4.3","Houston, TX","New York, NY",1001 to 5000 employees,2015,Subsidiary or Business Segment,Education Training Services,Education,Unknown / Non-Applicable,"General Assembly, Kaplan University, Ironhack",65,110,87.5, TX,0,5,1,0,0,0,0
Senior Data Scientist,$200K-$275K(Employer est.),4.2,"Gallup
4.2","Washington, DC","Washington, DC",1001 to 5000 employees,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Advisory Board, Booz Allen Hamilton, McKinsey & Company",200,275,237.5, DC,1,85,1,0,0,0,1
Data Engineer,$68K-$123K (Glassdoor est.),3.9,"CapTech
3.9","Charlotte, NC","Richmond, VA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Accenture, North Highland, Deloitte",68,123,95.5, NC,0,23,1,0,1,0,0
Senior Data Scientist,$80K-$129K (Glassdoor est.),3.3,"American Axle & Manufacturing
3.3","Southfield, MI","Detroit, MI",10000+ employees,1994,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),Not Available,80,129,104.5, MI,0,26,1,0,1,1,1
Financial Data Analyst,$41K-$72K (Glassdoor est.),4.7,"CentralReach
4.7","Matawan, NJ","Pompano Beach, FL",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"DataFinch Technologies, Accupoint Software Solution, CodeMetro",41,72,56.5, NJ,0,8,0,0,0,0,1
Senior Data Analyst,$39K-$71K (Glassdoor est.),4.3,"Integrate
4.3","Phoenix, AZ","Phoenix, AZ",201 to 500 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Not Available,39,71,55, AZ,1,10,0,0,0,0,1
Research Scientist,$38K-$85K (Glassdoor est.),2.9,"Boys Town Hospital
2.9","Omaha, NE","Omaha, NE",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Nebraska Medicine, Children's Hospital & Medical Center, Methodist Health System - NE and IA",38,85,61.5, NE,1,43,0,0,0,0,1
Data Scientist,$121K-$193K (Glassdoor est.),4.5,"Demandbase
4.5","San Francisco, CA","San Francisco, CA",201 to 500 employees,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",121,193,157, CA,1,14,0,0,1,1,0
Data Engineer,$54K-$102K (Glassdoor est.),3.4,"Sapphire Digital
3.4","Lyndhurst, NJ","Lyndhurst, NJ",201 to 500 employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Zocdoc, Healthgrades",54,102,78, NJ,1,1,1,0,0,0,0
Data Scientist,$83K-$144K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",83,144,113.5, MA,0,239,1,0,1,0,0
Data Scientist,$120K-$160K (Glassdoor est.),4.6,"<intent>
4.6","New York, NY","New York, NY",51 to 200 employees,2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Clicktripz, SmarterTravel",120,160,140, NY,1,11,1,0,1,0,0
Data Scientist,$102K-$163K (Glassdoor est.),3.2,"Formation
3.2","San Francisco, CA","San Francisco, CA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Not Available,102,163,132.5, CA,1,5,0,0,1,0,1
Data Engineer,$76K-$140K (Glassdoor est.),4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Not Available,76,140,108, CA,0,38,1,0,1,0,0
Ag Data Scientist,$60K-$101K (Glassdoor est.),4.6,"Beck's Hybrids
4.6","Atlanta, IN","Atlanta, IN",501 to 1000 employees,1937,Company - Private,Farm Support Services,Agriculture & Forestry,$50 to $100 million (USD),Not Available,60,101,80.5, IN,1,83,0,0,0,0,0
Data Scientist,$82K-$133K (Glassdoor est.),2.8,"DrFirst
2.8","Rockville, MD","Rockville, MD",201 to 500 employees,2000,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Not Available,82,133,107.5, MD,1,20,1,0,0,0,0
Data Engineer,$65K-$125K (Glassdoor est.),4.7,"Object Partners
4.7","Minneapolis, MN","Minneapolis, MN",51 to 200 employees,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),"Solution Design Group, Intertech (Minnesota)",65,125,95, MN,1,24,0,0,1,1,0
Data Scientist II,$91K-$148K (Glassdoor est.),3,"L.A. Care Health Plan
3.0","Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Health Net, Kaiser Permanente, Molina Healthcare",91,148,119.5, CA,1,23,1,0,1,0,0
Senior Data Engineer,$95K-$173K (Glassdoor est.),3.2,"Red Ventures
3.2","Charlotte, NC","Fort Mill, SC",1001 to 5000 employees,2000,Company - Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Clearlink, Credit Karma, LendingTree",95,173,134, NC,0,20,0,0,1,1,0
Data Scientist,$77K-$124K (Glassdoor est.),4.4,"Quick Base
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Not Available,77,124,100.5, MA,1,21,1,0,0,0,1
Data Scientist,$80K-$135K (Glassdoor est.),3.5,"The E.W. Scripps Company
3.5","Cincinnati, OH","Cincinnati, OH",1001 to 5000 employees,1878,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),Not Available,80,135,107.5, OH,1,142,1,0,0,0,0
Data Engineer,$85K-$159K (Glassdoor est.),4,"Upside Business Travel
4.0","Washington, DC","Washington, DC",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Not Available,85,159,122, DC,1,5,1,0,1,1,0
Data Engineer,$80K-$105K(Employer est.),4.3,"Equity Residential
4.3","Chicago, IL","Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",80,105,92.5, IL,1,27,1,0,1,0,1
Data Analyst,$43K-$81K (Glassdoor est.),2.3,"Synagro
2.3","Baltimore, MD","Baltimore, MD",501 to 1000 employees,1986,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),Not Available,43,81,62, MD,1,34,0,0,0,0,1
Project Scientist,$29K-$50K (Glassdoor est.),4,"Alliance Source Testing
4.0","Alabaster, AL","Decatur, AL",51 to 200 employees,2000,Unknown,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),Not Available,29,50,39.5, AL,0,20,0,0,0,0,0
Data Scientist,$82K-$133K (Glassdoor est.),3.6,"Accuride International
3.6","Santa Fe Springs, Los Angeles, CA","Santa Fe Springs, CA",1001 to 5000 employees,1966,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),Not Available,82,133,107.5, Los Angeles,0,54,0,0,0,0,1
Data Analytics Manager,$26K-$55K (Glassdoor est.),3.8,"Full Potential Solutions
3.8","Kansas City, MO","Kansas City, MO",501 to 1000 employees,2017,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Not Available,26,55,40.5, MO,1,3,1,0,0,1,1
Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,$61K-$118K (Glassdoor est.),3.7,"Visa Inc.
3.7","Ashburn, VA","Foster City, CA",10000+ employees,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",61,118,89.5, VA,0,62,1,0,1,0,0
Data Scientist,$60K-$102K (Glassdoor est.),4.4,"Maven Wave Partners
4.4","Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Not Available,60,102,81, IL,1,12,1,0,0,1,1
Senior Data Scientist,$112K-$182K (Glassdoor est.),4,"Novetta
4.0","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",112,182,147, VA,0,8,1,0,0,1,0
Data Scientist,$64K-$106K (Glassdoor est.),3.2,"First Command Financial Services, Inc.
3.2","Fort Worth, TX","Fort Worth, TX",1001 to 5000 employees,1958,Company - Private,Brokerage Services,Finance,$100 to $500 million (USD),"USAA, Navy Federal Credit Union, Raymond James Financial",64,106,85, TX,1,62,1,0,0,0,1
Associate Scientist,$51K-$112K (Glassdoor est.),2.9,"Pharmavite
2.9","Valencia, CA","West Hills, CA",1001 to 5000 employees,1971,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),"The Nature's Bounty Co., Schiff Nutrition International",51,112,81.5, CA,0,49,0,0,0,0,1
"Scientist 2, QC Viral Vector",$113K-$223K (Glassdoor est.),3.8,"BioMarin Pharmaceutical
3.8","Novato, CA","San Rafael, CA",1001 to 5000 employees,1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),"Genentech, Ultragenyx Pharmaceutical, Gilead Sciences",113,223,168, CA,0,23,0,0,0,0,1
Machine Learning Engineer,$72K-$129K (Glassdoor est.),4.3,"Stratagem Group
4.3","Aurora, CO","Aurora, CO",1 to 50 employees,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,Not Available,72,129,100.5, CO,1,13,1,0,1,1,1
Data Scientist/ML Engineer,$71K-$123K (Glassdoor est.),3.4,"PA Consulting
3.4","New York, NY","London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",71,123,97, NY,0,77,1,0,1,0,1
Data Scientist,$64K-$106K (Glassdoor est.),4.1,"ManTech
4.1","Chantilly, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),Not Available,64,106,85, VA,0,52,0,0,0,0,0
Customer Data Scientist,$118K-$189K (Glassdoor est.),4.3,"h2o.ai
4.3","Mountain View, CA","Mountain View, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Not Available,118,189,153.5, CA,1,9,1,0,1,1,1
Data Engineer,Employer Provided Salary:$120K-$145K,5,"Gridiron IT
5.0","Tampa, FL","Reston, VA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Not Available,120,145,132.5, FL,0,3,0,0,0,0,0
Data Engineer,$80K-$120K (Glassdoor est.),4.3,"Productive Edge
4.3","Chicago, IL","Chicago, IL",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Numerator, Rise Interactive, Salom",80,120,100, IL,1,12,0,0,1,0,1
Sr. Data Scientist,$80K-$130K (Glassdoor est.),3.7,"Evolve Vacation Rental
3.7","Denver, CO","Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,Not Available,80,130,105, CO,1,9,1,0,0,0,0
Data Engineer 4 - Contract,$59K-$115K (Glassdoor est.),4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+ employees,Not available,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,Not Available,59,115,87, UT,0,Not Available,0,0,0,1,1
Data Analyst - Asset Management,$71K-$136K (Glassdoor est.),4.3,"Maximus Real Estate Partners
4.3","San Francisco, CA","San Francisco, CA",51 to 200 employees,2013,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,"Greystar, The Related Companies, Prometheus Real Estate Group",71,136,103.5, CA,1,7,0,0,0,0,1
Senior Research Scientist - Embedded System Development for DevOps,$81K-$167K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Not Available,81,167,124, PA,1,36,1,0,0,0,1
Data Scientist - Bioinformatics,$49K-$85K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",49,85,67, WA,1,55,1,0,0,0,0
Data Engineer,$60K-$114K (Glassdoor est.),3.9,"AVANADE
3.9","Washington, DC","Seattle, WA",10000+ employees,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),"Slalom, Cognizant Technology Solutions, Deloitte",60,114,87, DC,0,20,0,0,0,0,0
Customer Data Scientist/Sales Engineer,$71K-$204K (Glassdoor est.),4.3,"h2o.ai
4.3","Chicago, IL","Mountain View, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Not Available,71,204,137.5, IL,0,9,1,0,1,1,1
Lead Data Scientist,$75K-$125K (Glassdoor est.),3.8,"PatientPoint
3.8","Cincinnati, OH","Cincinnati, OH",201 to 500 employees,1987,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),"Outcome Health, Health Media Network, Mesmerize Marketing",75,125,100, OH,1,33,1,0,0,0,1
MongoDB Data Engineer II,$77K-$136K (Glassdoor est.),3.8,"BlueCross BlueShield of Tennessee
3.8","Chattanooga, TN","Chattanooga, TN",5001 to 10000 employees,1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),Not Available,77,136,106.5, TN,1,75,0,0,0,0,1
Senior Data Scientist Statistics,$74K-$123K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",74,123,98.5, WA,1,55,0,0,0,0,0
Senior Data Analyst,$44K-$78K (Glassdoor est.),4.8,"KnowBe4
4.8","Clearwater, FL","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),Not Available,44,78,61, FL,1,10,1,0,0,0,1
Senior Spark Engineer (Data Science),$65K-$148K (Glassdoor est.),4.4,"KSM Consulting
4.4","Indianapolis, IN","Indianapolis, IN",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Not Available,65,148,106.5, IN,1,12,1,0,1,1,0
Data Engineer,$59K-$110K (Glassdoor est.),3.9,"Cogo Labs
3.9","Cambridge, MA","Cambridge, MA",51 to 200 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Not Available,59,110,84.5, MA,1,15,1,0,1,0,0
BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),3.4,"Church & Dwight
3.4","Ewing, NJ","Ewing, NJ",1001 to 5000 employees,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),Not Available,85,134,109.5, NJ,1,174,1,0,0,0,1
Lead Data Scientist,$124K-$204K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Not Available,124,204,164, MA,0,169,1,0,1,1,0
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K (Glassdoor est.),3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Not Available,131,207,169, CA,1,44,1,0,1,0,1
Senior Data Scientist,$110K-$174K (Glassdoor est.),3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Not Available,110,174,142, CA,0,24,1,0,1,1,1
Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",52,101,76.5, MA,0,239,0,0,0,0,1
"Data Scientist (Actuary, FSA or ASA)",$81K-$133K (Glassdoor est.),3.8,"Legal & General America
3.8","Frederick, MD","Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),Not Available,81,133,107, MD,1,39,1,0,0,0,1
Staff Data Scientist,$132K-$211K (Glassdoor est.),3.5,"Western Digital
3.5","San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",132,211,171.5, CA,1,50,1,0,0,1,0
Senior Data Scientist / Machine Learning,$73K-$119K (Glassdoor est.),3.9,"Health IQ
3.9","Dallas, TX","Mountain View, CA",201 to 500 employees,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,Not Available,73,119,96, TX,0,7,0,0,0,0,1
Data Scientist - Health Data Analytics,$110K-$175K (Glassdoor est.),4.2,"Nuna
4.2","San Francisco, CA","San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Not Available,110,175,142.5, CA,1,10,0,0,0,0,0
